BOKO! BOKO!,17:00,18:30,FRIDAY,STONEBRIDGE BAR
"SPORTS BANGER: MEGA RAVE THE RETURN W/ HARRIMANN, JAY CARDER, KLOSE ONE, TASHA, JONNY BANGER + GUESTS",14:30,17:00,FRIDAY,STONEBRIDGE BAR
CARL (THE SOCIAL),13:00,14:30,FRIDAY,STONEBRIDGE BAR
"SPECIAL REQUEST PRESENTS W/ ANZ, ECLAIR FIFI + KETTAMA",23:00,05:00,SATURDAY,STONEBRIDGE BAR
"PRETTY WEIRD W/ FLOATING POINTS, OR:LA, CHLOÉ ROBINSON B2B DJ ADHD",19:30,23:00,SATURDAY,STONEBRIDGE BAR
DAN SHAKE,18:00,19:30,SATURDAY,STONEBRIDGE BAR
2 BEARS B2B RAW SILK,16:00,18:00,SATURDAY,STONEBRIDGE BAR
LUKE UNA PRESENTS É SOUL CULTURA,13:00,16:00,SATURDAY,STONEBRIDGE BAR
FOUR TET: MORNING SIDE,11:00,13:00,SATURDAY,STONEBRIDGE BAR
TIM REAPER PRESENTS FUTURE RETRO W/ DWARDE + MANTRA,00:00,04:00,SUNDAY,STONEBRIDGE BAR
KRUST B2B DJ DIE,23:00,00:00,SUNDAY,STONEBRIDGE BAR
THIS IS INJA,22:00,23:00,SUNDAY,STONEBRIDGE BAR
LCY,21:00,22:00,SUNDAY,STONEBRIDGE BAR
MELLA DEE,19:00,21:00,SUNDAY,STONEBRIDGE BAR
DAJU W/ HELENA STAR B2B NIKS + MORE,17:00,19:00,SUNDAY,STONEBRIDGE BAR
FLYING MOJITO BROS,15:30,17:00,SUNDAY,STONEBRIDGE BAR
FLEETMAC WOOD,14:00,15:30,SUNDAY,STONEBRIDGE BAR
SOCIAL 23: CELEBRATING 23 COSMIC YEARS OF THE SOCIAL,13:00,14:00,SUNDAY,STONEBRIDGE BAR
MR BRUCE,02:00,03:00,THURSDAY,THE RABBIT HOLE
DJ THRILOGY,01:00,02:00,THURSDAY,THE RABBIT HOLE
SUBTLE MACHINES,00:00,01:00,THURSDAY,THE RABBIT HOLE
DJ MIKEY SNOOZE & DJ WORK EXPERIENCE,23:00,00:00,THURSDAY,THE RABBIT HOLE
BAD BOY CHILLER CREW,22:00,23:00,THURSDAY,THE RABBIT HOLE
DJ GREG WILSON,21:00,22:00,THURSDAY,THE RABBIT HOLE
PURPLE RAVE WITH ROB DA BANK & TAYO,19:45,21:00,THURSDAY,THE RABBIT HOLE
LEKIDDO - LORD OF THE LOBSTERS!,19:00,19:45,THURSDAY,THE RABBIT HOLE
MURRAY LAUCHLAN YOUNG,18:30,19:00,THURSDAY,THE RABBIT HOLE
OSCAR DUNBAR,17:30,18:30,THURSDAY,THE RABBIT HOLE
DJ,17:00,17:30,THURSDAY,THE RABBIT HOLE
JESSE DAYTON,16:00,17:00,THURSDAY,THE RABBIT HOLE
DJ,15:30,16:00,THURSDAY,THE RABBIT HOLE
LEWIS MCLAUGHLIN,15:00,15:30,THURSDAY,THE RABBIT HOLE
DJ,14:30,15:00,THURSDAY,THE RABBIT HOLE
SOFY,14:00,14:30,THURSDAY,THE RABBIT HOLE
DJ,13:30,14:00,THURSDAY,THE RABBIT HOLE
EVA SCOTT,13:00,13:30,THURSDAY,THE RABBIT HOLE
A J LAMBERT,03:00,04:00,FRIDAY,THE RABBIT HOLE
SPECIAL UN-BIRTHDAY SURPRISE DJ,01:45,03:00,FRIDAY,THE RABBIT HOLE
SPECIAL UN-BIRTHDAY SURPRISE,01:00,01:45,FRIDAY,THE RABBIT HOLE
TRANSGRESSIVE DJ'S,00:15,01:00,FRIDAY,THE RABBIT HOLE
SPECIAL UN-BIRTHDAY SURPRISE,23:30,00:15,FRIDAY,THE RABBIT HOLE
TRANSGRESSIVE DJ'S,22:00,23:30,FRIDAY,THE RABBIT HOLE
ROSCO SHAKES,21:00,22:00,FRIDAY,THE RABBIT HOLE
DJ,20:00,21:00,FRIDAY,THE RABBIT HOLE
MIK ARTISTIK'S EGO TRIP,19:00,20:00,FRIDAY,THE RABBIT HOLE
DJ CODA,18:00,19:00,FRIDAY,THE RABBIT HOLE
BEANS ON TOAST,17:00,18:00,FRIDAY,THE RABBIT HOLE
DJ GROOVE ALLEGIANCE,16:00,17:00,FRIDAY,THE RABBIT HOLE
JESSE MALIN,15:00,16:00,FRIDAY,THE RABBIT HOLE
DJ,14:30,15:00,FRIDAY,THE RABBIT HOLE
LYZA,14:00,14:30,FRIDAY,THE RABBIT HOLE
DJ,13:30,14:00,FRIDAY,THE RABBIT HOLE
TALIESIN,13:00,13:30,FRIDAY,THE RABBIT HOLE
THE EGG,03:00,04:00,SATURDAY,THE RABBIT HOLE
DJ MAXXI SOUNDSYSTEM,02:00,03:00,SATURDAY,THE RABBIT HOLE
BRASS FUNKEYS,01:00,02:00,SATURDAY,THE RABBIT HOLE
DJ SPECIAL UN-BIRTHDAY SURPRISE,00:00,01:00,SATURDAY,THE RABBIT HOLE
SHELF LIVES,23:00,00:00,SATURDAY,THE RABBIT HOLE
DJ DERMOT O'LEARY,22:00,23:00,SATURDAY,THE RABBIT HOLE
TBA,21:00,22:00,SATURDAY,THE RABBIT HOLE
DJ ZERYA,19:45,21:00,SATURDAY,THE RABBIT HOLE
SPECIAL UN-BIRTHDAY SURPRISE,19:00,19:45,SATURDAY,THE RABBIT HOLE
DJ LILY BLUE & DJ NORTY MORTY,18:00,19:00,SATURDAY,THE RABBIT HOLE
EMMANUEL JAL & NYARUACH,17:00,18:00,SATURDAY,THE RABBIT HOLE
DJ,16:30,17:00,SATURDAY,THE RABBIT HOLE
ACID KLAUSS,15:45,16:30,SATURDAY,THE RABBIT HOLE
JACK TYSON CHARLES,15:00,15:45,SATURDAY,THE RABBIT HOLE
INSTANCING,14:30,15:00,SATURDAY,THE RABBIT HOLE
ROSIE SMITH,14:00,14:30,SATURDAY,THE RABBIT HOLE
DJ,13:30,14:00,SATURDAY,THE RABBIT HOLE
BEA,13:00,13:30,SATURDAY,THE RABBIT HOLE
HARDWICKE CIRCUS,03:00,04:00,SUNDAY,THE RABBIT HOLE
DJ POSHRATZ,02:00,03:00,SUNDAY,THE RABBIT HOLE
GABO,01:00,02:00,SUNDAY,THE RABBIT HOLE
DJ THE MAN FROM TIMBUKTU,00:00,01:00,SUNDAY,THE RABBIT HOLE
PUMAROSA,23:00,00:00,SUNDAY,THE RABBIT HOLE
DJ GEORGIE ROGERS,22:00,23:00,SUNDAY,THE RABBIT HOLE
NICK MULVEY,21:00,22:00,SUNDAY,THE RABBIT HOLE
DJ COUSCOUS,20:00,21:00,SUNDAY,THE RABBIT HOLE
GLU,19:00,20:00,SUNDAY,THE RABBIT HOLE
VICK VANKO'S WORTHY DJS,18:00,19:00,SUNDAY,THE RABBIT HOLE
SINEAD O'BRIEN,17:00,18:00,SUNDAY,THE RABBIT HOLE
VICK VANKO'S WORTHY DJS,16:15,17:00,SUNDAY,THE RABBIT HOLE
MATTERS UNKNOWN,15:30,16:15,SUNDAY,THE RABBIT HOLE
VICK VANKO'S WORTHY DJS,14:45,15:30,SUNDAY,THE RABBIT HOLE
WOOM,14:00,14:45,SUNDAY,THE RABBIT HOLE
VICK VANKO'S WORTHY DJS,13:30,14:00,SUNDAY,THE RABBIT HOLE
HARMONY TUNBRIDGE,13:00,13:30,SUNDAY,THE RABBIT HOLE
NICK WARREN,01:30,03:00,THURSDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FOUR TET,00:00,01:30,THURSDAY,RABBIT HOLE'S FUNKINGHAM PALACE
GREG WILSON,22:30,00:00,THURSDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FUNKINGHAM PALACE FOOTMEN,21:00,22:30,THURSDAY,RABBIT HOLE'S FUNKINGHAM PALACE
ARTWORK,03:00,04:00,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
ALGY STRUTT,02:00,03:00,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
GOURANGA CLAN,01:00,02:00,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
CRAZY P (DJ),00:00,01:00,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FLYING MOJITO BROS,22:30,00:00,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FUNKINGHAM PALACE FOOTMEN,21:00,22:30,FRIDAY,RABBIT HOLE'S FUNKINGHAM PALACE
ROCKY RACOONS,03:00,04:00,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
HUGO HEATHCOTE,02:00,03:00,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
ISAAC FERRY,01:00,02:00,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
CRAIG CHARLES,23:30,01:00,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
SHAKA LOVES YOU,22:30,23:30,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FUNKINGHAM PALACE FOOTMEN,21:00,22:30,SATURDAY,RABBIT HOLE'S FUNKINGHAM PALACE
KING OF HEARTS,03:00,04:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
JOHN MONKMAN (LIVE),02:00,03:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
BEYOND THE STUTTOSPHERE,01:00,02:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
ASTRAL RIDERS,00:00,01:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
JOSH LUDLOW,23:00,00:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
CHANT LIVE - FEAT. GAUDI,22:00,23:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
FUNKINGHAM PALACE FOOTMEN,21:00,22:00,SUNDAY,RABBIT HOLE'S FUNKINGHAM PALACE
SHAUN KEAVENY'S COMMUNITY GARDEN RADIO,13:00,15:00,FRIDAY,FREE UNIVERSITY OF GLASTONBURY
COLDWAR STEVE WITH EMMA WARREN,11:30,12:30,FRIDAY,FREE UNIVERSITY OF GLASTONBURY
JARVIS COCKER WITH WILL HODGKINSON,14:00,15:00,SATURDAY,FREE UNIVERSITY OF GLASTONBURY
JESS PHILLIPS MP WITH JOHN ROBB,12:45,13:45,SATURDAY,FREE UNIVERSITY OF GLASTONBURY
PETE PAPHIDES WITH EMMA WARREN,11:30,12:30,SATURDAY,FREE UNIVERSITY OF GLASTONBURY
DR JANINA RAMIREZ,14:00,15:00,SUNDAY,FREE UNIVERSITY OF GLASTONBURY
PROF ALICE ROBERTS,13:00,14:00,SUNDAY,FREE UNIVERSITY OF GLASTONBURY
LUCY COOKE,12:00,13:00,SUNDAY,FREE UNIVERSITY OF GLASTONBURY
CAMELPHAT,00:25,02:25,THURSDAY,GLADE
FRANKY WAH,23:00,00:15,THURSDAY,GLADE
SASHA,21:20,22:50,THURSDAY,GLADE
MARSHALL JEFFERSON,19:40,21:10,THURSDAY,GLADE
SYSTEM 7,18:00,19:30,THURSDAY,GLADE
JOHN DIGWEED,00:40,02:55,FRIDAY,GLADE
GONG,23:00,00:30,FRIDAY,GLADE
ANNIE MAC,21:15,22:30,FRIDAY,GLADE
EVA LAZARUS,20:05,21:05,FRIDAY,GLADE
DUB PISTOLS,18:35,19:45,FRIDAY,GLADE
DADDY G B2B NICK WARREN,16:35,18:05,FRIDAY,GLADE
EFÉ,15:35,16:20,FRIDAY,GLADE
THE UTOPIA STRONG,14:00,15:15,FRIDAY,GLADE
RICHARD FEARLESS,01:50,02:55,SATURDAY,GLADE
ENGLISH DISCO LOVERS,00:50,01:50,SATURDAY,GLADE
ANDY C,23:10,00:40,SATURDAY,GLADE
NIA ARCHIVES,22:00,23:00,SATURDAY,GLADE
GENTLEMAN'S DUB CLUB,20:50,21:50,SATURDAY,GLADE
DON LETTS,20:30,20:50,SATURDAY,GLADE
"GARDNA & FRIENDS FT DRS, CATCHING CAIRO, DON LETTS, JEM COOKE",19:30,20:30,SATURDAY,GLADE
HOLLIE COOK,18:30,19:30,SATURDAY,GLADE
DON LETTS,18:00,18:30,SATURDAY,GLADE
CARL COX & ERIC POWELL'S MOBILE DISCO FT INCOGNITO,14:00,18:00,SATURDAY,GLADE
TONY ANDREWS ECLECTIC GROOVE,13:00,14:00,SATURDAY,GLADE
TBA,00:10,01:30,SUNDAY,GLADE
RUDIMENTAL SOUND SYSTEM,22:45,00:00,SUNDAY,GLADE
GOK WAN,21:15,22:35,SUNDAY,GLADE
CUT CAPERS,20:00,21:00,SUNDAY,GLADE
EMMANUEL JAL & NYARUACH,18:30,19:30,SUNDAY,GLADE
MAD PROFESSOR DUBS UP LEE SCRATCH PERRY,16:30,18:00,SUNDAY,GLADE
MARIA CHIARA ARGIRÒ,15:10,16:10,SUNDAY,GLADE
CASSETTEBOY VS DJ RUBBISH,14:00,14:50,SUNDAY,GLADE
DANNY HOWARD,01:25,02:55,THURSDAY,GLADE DOME
STANTON WARRIORS,00:10,01:25,THURSDAY,GLADE DOME
BARRY ASHWORTH,23:00,00:10,THURSDAY,GLADE DOME
RIDING THE LOW,21:40,22:40,THURSDAY,GLADE DOME
THE WHITE LAMP,20:10,21:10,THURSDAY,GLADE DOME
JUST A COUPLE OF MUMS,19:00,20:00,THURSDAY,GLADE DOME
HIPPO SOUND SYSTEM,15:25,18:50,THURSDAY,GLADE DOME
MELLOWMATIC,14:10,15:10,THURSDAY,GLADE DOME
MIXMASTER MORRIS,12:00,14:00,THURSDAY,GLADE DOME
DON LETTS,01:50,02:50,FRIDAY,GLADE DOME
FERAL IS KINKY,00:50,01:50,FRIDAY,GLADE DOME
TIMBALI & PEPPERY,23:30,00:50,FRIDAY,GLADE DOME
JFB,22:30,23:30,FRIDAY,GLADE DOME
WILL WHITE,21:30,22:30,FRIDAY,GLADE DOME
MR BRUCE,20:20,21:20,FRIDAY,GLADE DOME
JACK TYSON CHARLES,19:10,20:10,FRIDAY,GLADE DOME
GUY.IN.GLASSES.,17:20,18:40,FRIDAY,GLADE DOME
KIKO BUN,16:30,17:20,FRIDAY,GLADE DOME
MINOR CONFLICT,15:30,16:20,FRIDAY,GLADE DOME
JUST A COUPLE OF MUMS,14:10,15:10,FRIDAY,GLADE DOME
MR PINKS & HARRI PEPPER,12:00,13:45,FRIDAY,GLADE DOME
STEVE DAVIS & KAVUS TORABI,01:30,02:55,SATURDAY,GLADE DOME
KLAUS BLATTER,00:30,01:30,SATURDAY,GLADE DOME
CHRISTOPHER COE,23:00,00:30,SATURDAY,GLADE DOME
THE EGG,21:15,22:45,SATURDAY,GLADE DOME
JUST A COUPLE OF MUMS,19:45,20:45,SATURDAY,GLADE DOME
MIK ARTISTIK’S EGO TRIP,18:30,19:30,SATURDAY,GLADE DOME
CARLY WILFORD,17:00,18:00,SATURDAY,GLADE DOME
TIFFANY PISANI,16:00,17:00,SATURDAY,GLADE DOME
LILY BLUE,15:00,16:00,SATURDAY,GLADE DOME
SMOKESCREEN,12:00,15:00,SATURDAY,GLADE DOME
TRISTAN,00:30,02:00,SUNDAY,GLADE DOME
REGAN,23:15,00:30,SUNDAY,GLADE DOME
ANS,22:00,23:15,SUNDAY,GLADE DOME
DJ SHANE (CIRCUS WARP),21:00,22:00,SUNDAY,GLADE DOME
MELLOWMATIC,19:45,20:45,SUNDAY,GLADE DOME
GRAFIX & RUTH ROYALL,18:15,19:15,SUNDAY,GLADE DOME
"THE JUNGLE SESSION: PROPHECY, NORTH BASE & MARK XTC",14:30,18:10,SUNDAY,GLADE DOME
GUY. IN. GLASSES.,13:15,14:30,SUNDAY,GLADE DOME
MIXMASTER MORRIS,12:00,13:15,SUNDAY,GLADE DOME
LEEON,00:40,03:00,THURSDAY,IICON
IICON:AV-3D,00:25,00:40,THURSDAY,IICON
HERCULES & LOVE AFFAIR (REDUX),23:30,00:25,THURSDAY,IICON
DEENA ABDELWAHED,21:25,23:25,THURSDAY,IICON
ADAM SHELTON,20:00,21:25,THURSDAY,IICON
FREAKENSTEIN,04:30,06:00,FRIDAY,IICON
LSDXOXO,02:30,04:30,FRIDAY,IICON
OVERMONO (LIVE),01:30,02:30,FRIDAY,IICON
IICON:AV-3D,01:15,01:30,FRIDAY,IICON
MIDLAND,23:15,01:15,FRIDAY,IICON
SAMA' ABDULHADI,21:15,23:15,FRIDAY,IICON
HIGHER INTELLIGENCE AGENCY,20:00,21:15,FRIDAY,IICON
PANGAEA X PARIAH,04:30,06:00,SATURDAY,IICON
JOY ORBISON,03:00,04:30,SATURDAY,IICON
SHYGIRL (LIVE),02:20,03:00,SATURDAY,IICON
FLOATING POINTS,00:45,02:15,SATURDAY,IICON
IICON:AV-3D,00:30,00:45,SATURDAY,IICON
DJRUM,22:30,00:30,SATURDAY,IICON
TASH LC,20:00,22:30,SATURDAY,IICON
SHERELLE,03:30,05:00,SUNDAY,IICON
A-FUTURE,02:00,03:30,SUNDAY,IICON
STEFFI,00:30,02:00,SUNDAY,IICON
IICON:AV-3D,00:15,00:30,SUNDAY,IICON
FLOORPLAN,22:45,00:15,SUNDAY,IICON
GIANT SWAN (DJ SET),21:15,22:45,SUNDAY,IICON
JUAN RAMOS,20:00,21:15,SUNDAY,IICON
SEDEF ADASI,01:00,03:00,THURSDAY,GENOSYS SOUND SYSTEM
THE CARRY NATION,23:30,01:00,THURSDAY,GENOSYS SOUND SYSTEM
JOSH CAFFÉ,22:00,23:30,THURSDAY,GENOSYS SOUND SYSTEM
ALINKA,20:00,22:00,THURSDAY,GENOSYS SOUND SYSTEM
CINTHIE,04:00,06:00,FRIDAY,GENOSYS SOUND SYSTEM
MOXIE X PEACH X SHANTI CELESTE X SAOIRSE,00:00,04:00,FRIDAY,GENOSYS SOUND SYSTEM
CARLOS VALDES B2B DAVID MUALLEM,22:00,00:00,FRIDAY,GENOSYS SOUND SYSTEM
HOT CHIP (DJ SET),20:00,22:00,FRIDAY,GENOSYS SOUND SYSTEM
DANCE SYSTEM,18:00,20:00,FRIDAY,GENOSYS SOUND SYSTEM
PARTOK,04:00,06:00,SATURDAY,GENOSYS SOUND SYSTEM
OK WILLIAMS,02:00,04:00,SATURDAY,GENOSYS SOUND SYSTEM
ROI PEREZ,00:30,02:00,SATURDAY,GENOSYS SOUND SYSTEM
BRAWTHER (LIVE),23:30,00:30,SATURDAY,GENOSYS SOUND SYSTEM
I. JORDAN,22:00,23:30,SATURDAY,GENOSYS SOUND SYSTEM
CHAPTER 10,20:00,22:00,SATURDAY,GENOSYS SOUND SYSTEM
MICHELLE MANETTI,18:00,20:00,SATURDAY,GENOSYS SOUND SYSTEM
FELIX DICKINSON,03:00,05:00,SUNDAY,GENOSYS SOUND SYSTEM
PLACID,01:00,03:00,SUNDAY,GENOSYS SOUND SYSTEM
ISABELLA (MARICAS),23:00,01:00,SUNDAY,GENOSYS SOUND SYSTEM
PARA: (CASTLEMORTON: 30 YEARS LATER),21:00,23:00,SUNDAY,GENOSYS SOUND SYSTEM
WILSON PHOENIX,19:30,21:00,SUNDAY,GENOSYS SOUND SYSTEM
DAVE HARVEY,18:00,19:30,SUNDAY,GENOSYS SOUND SYSTEM
THE CARRY NATION,01:30,02:55,THURSDAY,NYC DOWNLOW
HANNAH HOLLAND,00:00,01:25,THURSDAY,NYC DOWNLOW
GRACE (DIY),21:55,23:55,THURSDAY,NYC DOWNLOW
ARTWORK,20:00,21:50,THURSDAY,NYC DOWNLOW
JAMES HILLARD (HORSE MEAT DISCO),04:20,05:55,FRIDAY,NYC DOWNLOW
HONEY DIJON,02:50,04:15,FRIDAY,NYC DOWNLOW
SOUL SUMMIT,01:00,02:45,FRIDAY,NYC DOWNLOW
PROSUMER,23:30,00:55,FRIDAY,NYC DOWNLOW
LUKE SOLOMON,22:00,23:25,FRIDAY,NYC DOWNLOW
JUSTIN STRAUSS,04:30,06:00,SATURDAY,NYC DOWNLOW
GIDEON,02:30,04:25,SATURDAY,NYC DOWNLOW
TODD EDWARDS,01:00,02:25,SATURDAY,NYC DOWNLOW
VIRGINIA,23:25,00:55,SATURDAY,NYC DOWNLOW
CHRIS CRUSE,22:00,23:20,SATURDAY,NYC DOWNLOW
LUKE HOWARD (HORSE MEAT DISCO),03:30,04:55,SUNDAY,NYC DOWNLOW
STEVE FABUS,02:00,03:25,SUNDAY,NYC DOWNLOW
RÓISÍN MURPHY,01:50,02:00,SUNDAY,NYC DOWNLOW
DJ PAULETTE,00:30,01:50,SUNDAY,NYC DOWNLOW
GABRIELLE KWARTENG,23:15,00:25,SUNDAY,NYC DOWNLOW
SHAY MALT,22:00,23:10,SUNDAY,NYC DOWNLOW
MAZE & MASTERS,01:00,03:00,THURSDAY,THE MEAT RACK
MR. REDLEY,23:00,01:00,THURSDAY,THE MEAT RACK
MOXIE,21:30,23:00,THURSDAY,THE MEAT RACK
GEOFFREY LARUE,20:00,21:30,THURSDAY,THE MEAT RACK
MANDEL TURNER,04:30,06:00,FRIDAY,THE MEAT RACK
BROTHER NEBULA,03:00,04:30,FRIDAY,THE MEAT RACK
SUGARBEAR & NINEBOB,01:30,03:00,FRIDAY,THE MEAT RACK
HUSBAND,00:00,01:30,FRIDAY,THE MEAT RACK
DEPTFORD NOTHERN SOUL CLUB,22:00,00:00,FRIDAY,THE MEAT RACK
DUNGEON MEAT,04:30,06:00,SATURDAY,THE MEAT RACK
T. JACQUES,03:00,04:30,SATURDAY,THE MEAT RACK
MORGAN+1,01:30,03:00,SATURDAY,THE MEAT RACK
GINA BREEZE,00:00,01:30,SATURDAY,THE MEAT RACK
GUY WILLIAMS,22:00,00:00,SATURDAY,THE MEAT RACK
MACLO,03:30,05:00,SUNDAY,THE MEAT RACK
JO NATHAN,02:15,03:30,SUNDAY,THE MEAT RACK
JOOLS BUTTERFIELD,01:00,02:15,SUNDAY,THE MEAT RACK
NINEBOB,23:30,01:00,SUNDAY,THE MEAT RACK
DAMO,22:00,23:30,SUNDAY,THE MEAT RACK
KLEU B2B PHIBES,01:00,03:00,THURSDAY,THE TEMPLE
"UNCOMMON RECORDS - RESIST, JIMBITCH, FRD B2B MY-R, FT. JAGO, KRAY-Z LEGZ",23:00,01:00,THURSDAY,THE TEMPLE
"BORN ON ROAD (ARIES, KELVIN 373, STIVS, SELECTA J-MAN, GOLD DUBS)",21:00,23:00,THURSDAY,THE TEMPLE
ED SOLO & DEEKLINE,20:00,21:00,THURSDAY,THE TEMPLE
MY NU LENG B2B WONKA,04:30,06:00,FRIDAY,THE TEMPLE
FJAAK (DJ),03:00,04:30,FRIDAY,THE TEMPLE
NASTIA B2B VTSS,01:30,03:00,FRIDAY,THE TEMPLE
BLAWAN B2B LCY,00:15,01:30,FRIDAY,THE TEMPLE
IMOGEN,23:15,00:15,FRIDAY,THE TEMPLE
ELLI ACURA B2B ESTELLA BOERSMA,22:00,23:15,FRIDAY,THE TEMPLE
S.P.Y & LOWQUI,05:00,06:00,SATURDAY,THE TEMPLE
BOU FT HARIBO,04:00,05:00,SATURDAY,THE TEMPLE
KOTR + INJA,02:30,04:00,SATURDAY,THE TEMPLE
A.M.C & PHANTOM,01:30,02:30,SATURDAY,THE TEMPLE
T>I & CARASEL,00:30,01:30,SATURDAY,THE TEMPLE
SKEPTICAL,23:00,00:30,SATURDAY,THE TEMPLE
CAPITOL 1212,22:00,23:00,SATURDAY,THE TEMPLE
BATU,03:30,05:00,SUNDAY,THE TEMPLE
COBRAH,02:00,03:30,SUNDAY,THE TEMPLE
RUDIMENTAL,00:45,02:00,SUNDAY,THE TEMPLE
PROSPA,23:15,00:45,SUNDAY,THE TEMPLE
CHLOE CAILLET,22:00,23:15,SUNDAY,THE TEMPLE
JESS WARP,02:00,03:00,THURSDAY,TOTEM
PARA,01:00,02:00,THURSDAY,TOTEM
MURF,00:00,01:00,THURSDAY,TOTEM
MISS MONUMENT,23:00,00:00,THURSDAY,TOTEM
EMILY DUST,22:00,23:00,THURSDAY,TOTEM
JIMENA ANGEL,21:00,22:00,THURSDAY,TOTEM
BAD GIRLZ,20:00,21:00,THURSDAY,TOTEM
DJ FLIGHT FT CHICKABOO,04:30,06:00,FRIDAY,TOTEM
"N4 RECORDS SHOWCASE - PETE CANNON, JAY CUNNING & JIVES",03:00,04:30,FRIDAY,TOTEM
TIM REAPER,02:00,03:00,FRIDAY,TOTEM
MANTRA B2B DOUBLE O FT BLACKEYE,00:30,02:00,FRIDAY,TOTEM
FIXATE,23:00,00:30,FRIDAY,TOTEM
SYN B2B ADAM CRAWFORD,22:00,23:00,FRIDAY,TOTEM
"CLUB GLOW - L-MAJOR, BORAI, MANIFESTO",04:30,06:00,SATURDAY,TOTEM
EMERALD,03:00,04:30,SATURDAY,TOTEM
YUNG SING,02:00,03:00,SATURDAY,TOTEM
BREAKA B2B FRAZER RAY,00:30,02:00,SATURDAY,TOTEM
PINEAPPLE RECORDS; SAM BINGA B2B BAKEY B2B FOREIGN CONCEPT,23:00,00:30,SATURDAY,TOTEM
JINX IN DUB,22:00,23:00,SATURDAY,TOTEM
DOPE AMMO & BENNY PAGE,04:00,05:00,SUNDAY,TOTEM
MICKY FINN & CARASEL,03:00,04:00,SUNDAY,TOTEM
BLOC 2 BLOC - BANNER & KAZ,02:00,03:00,SUNDAY,TOTEM
KATALYST,01:00,02:00,SUNDAY,TOTEM
JAKE SAVONA,00:00,01:00,SUNDAY,TOTEM
GREENSLEAVES HI-FI FT. OXMAN & ADAM PRESCOTT,23:00,00:00,SUNDAY,TOTEM
REGGAE ROAST,22:00,23:00,SUNDAY,TOTEM
FREDI DEVAS,17:00,17:50,FRIDAY,TOTEM TALKS
NIKKI WYRD,16:00,16:50,FRIDAY,TOTEM TALKS
HATTIE WELLS,15:00,15:50,FRIDAY,TOTEM TALKS
BRUCE PARRY,14:00,14:50,FRIDAY,TOTEM TALKS
ERIC MARKY,17:00,17:50,SATURDAY,TOTEM TALKS
HANNAH KENDARU,16:00,16:50,SATURDAY,TOTEM TALKS
PANEL DISCUSSION,15:00,15:50,SATURDAY,TOTEM TALKS
JADE SHAW,14:00,14:50,SATURDAY,TOTEM TALKS
TASH LC,02:00,03:00,THURSDAY,THE RUM SHACK
ELLIE PROHAN,01:00,02:00,THURSDAY,THE RUM SHACK
THE LAST SKEPTIK (DJ),00:00,01:00,THURSDAY,THE RUM SHACK
STEAM DOWN,23:00,00:00,THURSDAY,THE RUM SHACK
ENNY,21:30,22:15,THURSDAY,THE RUM SHACK
HAK BAKER (ACOUSTIC),20:15,21:00,THURSDAY,THE RUM SHACK
LYRIX ORGANIX,20:00,20:15,THURSDAY,THE RUM SHACK
AUM,05:00,06:00,FRIDAY,THE RUM SHACK
SAM BINGA,04:00,05:00,FRIDAY,THE RUM SHACK
GOLDIE,03:00,04:00,FRIDAY,THE RUM SHACK
PAV4N,02:30,03:00,FRIDAY,THE RUM SHACK
EMILY DUST,01:30,02:30,FRIDAY,THE RUM SHACK
LAZY HABITS,00:45,01:30,FRIDAY,THE RUM SHACK
JELANI BLACKMAN,00:00,00:30,FRIDAY,THE RUM SHACK
JINX IN DUB,23:00,00:00,FRIDAY,THE RUM SHACK
VILLAGE CUTS,05:00,06:00,SATURDAY,THE RUM SHACK
SUPA SOCA SHOW,04:00,05:00,SATURDAY,THE RUM SHACK
BUSH BBY,03:00,04:00,SATURDAY,THE RUM SHACK
DIZRAELI (DJ SET),02:00,03:00,SATURDAY,THE RUM SHACK
EVA LAZARUS (LIVE),01:15,02:00,SATURDAY,THE RUM SHACK
GROVE,00:00,00:45,SATURDAY,THE RUM SHACK
THE BEATBOX COLLECTIVE,23:30,00:00,SATURDAY,THE RUM SHACK
TBA,04:00,05:00,SUNDAY,THE RUM SHACK
MPH,03:00,04:00,SUNDAY,THE RUM SHACK
TBA,02:00,03:00,SUNDAY,THE RUM SHACK
JOY ANONYMOUS,01:00,02:00,SUNDAY,THE RUM SHACK
