CERIAN,20:20 - 20:50
SEIZE THE DAY,19:00 - 19:50
SCIENCE FOR GROWN UPS WITH IAN B DUNNE,18:15 - 18:30
MICHELE STODART- FROM THE MAGIC NUMBERS,17:30 - 18:15
GECKO,16:15 - 17:00
GALINA BALABAN,15:00 - 15:45
EL TEL,14:00 - 14:45
UKULELE WKSHOP,12:30 - 13:30
SANDY YIDAKI DIDGE WORKSHOP,11:00 - 12:00
FRIDAY,
BIG SKY,01:30 - 02:30
SOLSTICE,00:00 - 01:00
TBA,22:30 - 23:30
ZEN LEWIS,20:45 - 21:30
NATALIE MAY,19:30 - 20:15
3 DAFT MONKEYS,18:00 - 19:00
POLYCHROME,17:05 - 17:40
DAS BRASS,16:00 - 16:45
HANNAH WHITE BAND,14:45 - 15:30
MITCHELL & VINCENT,13:45 - 14:15
ROTATION MOTIVATION HULA HOOPING,12:30 - 13:30
SANDY YIDAKI DIDGE WORKSHOP,11:00 - 12:00
SATURDAY,
JAMALA,02:00 - 03:00
RODNEY BRANIGAN & GANGSTA GRASS,00:15 - 01:30
EL TEL,23:00 - 23:45
SHERIKA SHERARD,22:00 - 22:30
STEVE KNIGHTLEY,21:00 - 21:50
KATHRYN ROBERTS & SEAN LAKEMAN,19:45 - 20:30
MAMACHA,18:30 - 19:15
DAISY CHUTE,17:20 - 18:00
SHOWHAWK,16:30 - 17:00
Q&A GANGSTAGRASS/RODNEY BRANIGAN,15:00 - 16:00
RED & THE SHAMELESS,13:30 - 14:30
ROTATION MOTIVATION HULA HOOPING,12:00 - 13:00
SCIENCE MADE SIMPLE WITH IAN B DUNNE,11:15 - 11:45
SUNDAY,
JULIE ABBE,01:30 - 02:30
PRAYING FOR THE RAIN,00:00 - 01:00
THE MAGNETTES,22:30 - 23:30
THE STRING PROJECT,21:00 - 21:45
CHARLOTTE CAMPBELL,19:30 - 20:15
LAND OF PROMISE,18:30 - 19:10
NADIA SHEIKH,17:15 - 18:00
ALEX HALL,16:00 - 16:40
ANDREW MAXWELL MORRIS,14:45 - 15:30
THREADS ON CANVAS,13:30 - 14:15
ROTATION MOTIVATION HULA HOOPING,12:00 - 13:00
SPEAKERS FORUM,
THURSDAY,
REEL NEWS FILMS,19:00 - 21:00
THE DAYS SPEAKERS Q & A,18:00 - 19:00
MARK THOMAS,17:00 - 18:00
JOYTI FERNANDEZ,16:00 - 17:00
ROGER HALLAM XR & JUSTIN ROWLATT BBC,15:00 - 16:00
JAMIE KELSEY FRY,14:00 - 15:00
TAMASIN CAVE,13:00 - 14:00
CARLY MCLACHAN & BILLY BRAGG,12:00 - 13:00
TBA,11:00 - 12:00
MARY ELLEN,10:00 - 11:00
FRIDAY,
THE DAYS SPEAKERS Q & A,18:00 - 19:00
CHRIS PACKHAM,17:00 - 18:00
DR TIM LENTON,16:00 - 17:00
"JUSTIN ROWLATT, JOHN HARRIS & ROGER HARRABIN",15:00 - 16:00
ROGER HALLAM,14:00 - 15:00
REBECCA GIBBS & ED BARDLEY,13:00 - 14:00
JENNY JONES & JAKE BOWERS,12:00 - 13:00
MARK BROWNLOW,11:00 - 12:00
FLISS PREMRU & DAVE SMITH,10:00 - 11:00
SATURDAY,
THE DAYS SPEAKERS Q & A,18:00 - 19:00
CHRIS STARK & JUSTIN ROWLATT,17:00 - 18:00
YOUTH CLIMATE SWARM,16:00 - 17:00
SARAH LUNNON,15:00 - 16:00
ED MILLIBAND WITH JOHN HARRIS,14:00 - 15:00
"JOHN DAUVAN, SHANE COLLINS & JSO",13:00 - 14:00
"ED MILLIBAND, MOLLY SCOTT CATO, ROGER HALLAM & JUSTIN ROWLATT",12:00 - 13:00
TBA,11:00 - 12:00
TONY CURRAN,10:00 - 11:00
SUNDAY,
THE DAYS SPEAKERS Q & A,17:00 - 18:00
BRIGITTA JONSDOTTIR & BOB VYLAN,16:00 - 17:00
MOLLY SCOTT CATO & JOHN HARRIS,15:00 - 16:00
ANDREW SIMMS,14:00 - 15:00
"JAMIE KELSEY FRY, TAMASIN CAVE & FRANCES FOLY",13:00 - 14:00
"MOLLY SCOTT CATO, MYA-ROSE CRAIG, BIRGITTA JONSDOTTIR & BEE ROWLATT",12:00 - 13:00
"NICK DAVIES, SURFERS AGAINST SEWAGE, AMY SLACK & PROF PETER HAMMOND",11:00 - 12:00
ANDREW SIMMS,10:00 - 11:00
CROISSANT NEUF,
THURSDAY,
DAS BRASS,23:15 - 00:30
TAIMANE,22:00 - 22:45
THE TROUBLE NOTES,21:00 - 21:45
FRIDAY,
K.O.G,01:00 - 02:00
EMMANUEL JAL,23:30 - 00:30
PENELOPE ISLES,18:00 - 19:00
KATY J PEARSON,16:30 - 17:30
PLASTIC MERMAIDS,15:00 - 16:00
STEVE KNIGHTLEY & SETH LAKEMAN,13:00 - 14:30
SATURDAY,
CUT CAPERS,01:00 - 02:00
MISTA TRICK LIVE,23:30 - 00:30
TRUE STRAYS,18:00 - 19:00
BASKERY,16:30 - 17:30
SAM LEE,15:00 - 16:00
CAOILFHIONN ROSE,13:30 - 14:30
MATT WOOSEY TRIO,12:15 - 13:00
SUNDAY,
TC & THE GROOVE FAMILY,01:00 - 02:00
SNAZZBACK VS RUN LOGAN RUN,23:30 - 00:30
MIKE DENNIS,17:30 - 18:30
THE LONGEST JOHNS,16:00 - 17:00
LOS GUSANOS,14:30 - 15:30
MOULETTES,13:00 - 14:00
THE LIZARD STAGE,
THURSDAY,
FOLK SESSION,02:00 - 03:00
GIN BOWLERS,00:30 - 01:30
THE BURNING GLASS,23:00 - 00:30
DJ MARC SINCLAIR,22:00 - 23:00
BURNZ,21:00 - 22:00
DJ WHISTLING TREASON,20:00 - 21:00
SEAN TAYLOR,19:30 - 21:15
JACK TYSON CHARLES,18:00 - 19:00
REY YUSUF,16:00 - 17:00
FRIDAY,
RSVP BHANGRA,01:30 - 02:30
DJ FIZZY GILLESPIE,00:00 - 01:30
WALT DISCO,23:00 - 00:00
DJ REVERENT IKE,21:00 - 22:30
CHEWY SHE,20:00 - 21:00
CHARLIE PATRIDGE,19:00 - 20:00
NINE DEAD MICE,18:00 - 19:00
ADAM SCOTT GLASSPOOL,16:00 - 17:00
SATURDAY,
JAZ DELOREAN'S DAM SESSION,01:00 - 03:00
DJ FELINE,23:00 - 00:30
DJ QUTO,22:00 - 23:00
ALICE OFFLEY,21:00 - 22:00
DJ EARLY RAFFERTY,20:00 - 21:00
RIVERROOTS,19:00 - 20:00
DJ QUTO,18:00 - 19:00
AZIZA JAYE,17:15 - 18:00
HUSSAIN MANAWAER,16:00 - 17:00
SUNDAY,
CABLE STREET COLLECTIVE,02:00 - 03:00
DJ MAN FROM TIMBUKTU,01:00 - 02:00
THE ODD BEATS,00:00 - 01:00
DJ CLEO SAVVA,23:00 - 00:00
OLD BABY MACHAREL,22:00 - 23:00
DEAD HORSE BAY,20:30 - 21:30
COPPER VIPER,19:00 - 20:00
LIZARD DJS,18:00 - 19:00
JOE STROUZER,17:00 - 18:00
MANDALA STAGE,
THURSDAY,
NICK MAY,02:00 - 03:00
STARCUS,01:00 - 02:00
THE BIG SKY,00:00 - 01:00
D.J. DALAMAN,23:00 - 00:00
PYRAMIDS OF SNAFU,22:00 - 23:00
FAIRYTALE 23,21:00 - 22:00
UNORIGINAL SMIRKINS EXPERIENCE,20:00 - 21:00
DUBBAL,19:00 - 20:00
ADAM SCOTT GLASSPOOL,18:00 - 19:00
THE PORTRAITS,17:00 - 18:00
SEAN TAYLOR,16:00 - 17:00
HAYLEY MCKAY,15:00 - 16:00
HEARD COLLECTIVE,14:00 - 15:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,13:00 - 14:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,12:00 - 13:00
FRIDAY,
NICK MAY,02:00 - 03:00
COPPER VIPER,01:00 - 02:00
DUBBAL,00:00 - 01:00
THE ODD BEATS,23:00 - 00:00
DANGEROUS DINKY,22:00 - 23:00
LOVE & DAISYPETALS,21:00 - 22:00
PYRAMIDS OF SNAFU,20:00 - 21:00
FAIRYTALE 23,19:00 - 20:00
THE SPACE FALCONS,18:00 - 19:00
KEYBOURDISTMATT,17:00 - 18:00
DAVID MAURETTE,16:00 - 17:00
WOBBLE & WHEEZE,15:00 - 16:00
GALINA BALABAN,14:00 - 15:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,13:00 - 14:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,12:00 - 13:00
SATURDAY,
TOM MCQ,02:00 - 03:00
PSYJAMAS,01:00 - 02:00
WOBBLE & WHEEZE,00:00 - 01:00
ALY RAINEY,23:00 - 00:00
LEE KNOTT,22:00 - 23:00
HARRISON LARNER-MAIN,21:00 - 22:00
PYRAMIDS OF SNAFU,20:00 - 21:00
FAIRYTALE 23,19:00 - 20:00
SAGAN MEGADRIVE,18:00 - 19:00
HAZEY JANE,17:00 - 18:00
BURNING GLASS,16:00 - 17:00
ADAM SCOTT GLASSPOOL,15:00 - 16:00
ANDREW MAXWELL MORRIS,14:00 - 15:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,13:00 - 14:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,12:00 - 13:00
SUNDAY,
TBA,02:00 - 03:00
TBA,01:00 - 02:00
DANGEROUS DINKY,00:00 - 01:00
KEYBOURDISTMATT,23:00 - 00:00
ALEX HALL,22:00 - 23:00
UNORIGINAL SMIRKINS EXPERIENCE,21:00 - 22:00
LOVE & DAISYPETALS,20:00 - 21:00
ZEN LEWIS AND DJ JERRY SOBER,19:00 - 20:00
JOLLYROGER,18:00 - 19:00
ALEX PRIDDICE,17:00 - 18:00
DRONE-IN-THE-WOODS,16:00 - 17:00
LEANDER MORALES,15:00 - 16:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,14:00 - 15:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,13:00 - 14:00
NIK TURNER'S JAM IN HONOUR OF ANDREW KERR & ARABELLA CHURCHILL,12:00 - 13:00
CIRCUS FIELD,
WEDNESDAY,
PIRATE TAXI,17:00 - 17:20
BULLZINI MASTERCLASS,14:00 - 15:00
SLACKLINE SCHOOL,13:00 - 17:00
STREET GAMES – ZORBING,11:30 - 16:30
THURSDAY,
THE MIDNIGHT PLAYGROUND,23:00 - 01:00
WAYNE AND WANDA,23:00 - 00:30
VINYL HITS DISCO,22:30 - 03:00
KWABANA LINDSAY,22:00 - 22:30
ABOVE AND BEYOND: “MAYHEM!” DRESS AND TECH RUN,21:30 - 22:30
PIRATE TAXI,17:35 - 17:55
DYNAMIX,15:00 - 17:00
BULLZINI MASTERCLASS,14:00 - 15:00
PIRATE TAXI,13:30 - 13:50
SLACKLINE SCHOOL,13:00 - 17:00
STREET GAMES - ZORBING,12:30 - 17:30
DYNAMIX,11:00 - 13:00
CRATE STACK CHALLENGE,11:00 - 12:00
FRIDAY,
ABOVE AND BEYOND PRESENT: “MAYHEM!”,00:30 - 01:00
THE MIDNIGHT PLAYGROUND,22:30 - 00:30
WAYNE AND WANDA,23:00 - 00:30
VINYL HITS DISCO (PAUSED FOR A & B SHOW AT 00.30-01.00),22:30 - 03:00
KWABANA LINDSAY,22:00 - 22:30
CHRIS BULLZINI SHOW,17:05 - 17:35
PIRATE TAXI,16:40 - 17:00
DYNAMIX,15:00 - 17:00
ABOVE AND BEYOND AERIAL WORKSHOP,15:00 - 18:00
ABOVE AND BEYOND FLYING DISPLAY: “MAYHEM!”,13:50 - 14:20
BULLZINI WORKSHOP,12:15 - 13:45
DYNAMIX,12:00 - 14:00
MERRY GO ROUND,12:00 - 17:00
SLACKLINE SCHOOL,11:00 - 18:00
CRATE STACK CHALLENGE,11:00 - 12:00
SATURDAY,
ABOVE AND BEYOND PRESENT:”MAYHEM!”,00:30 - 01:00
THE MIDNIGHT PLAYGROUND,22:30 - 00:30
WAYNE AND WANDA,23:00 - 00:30
VINYL HITS DISCO (PAUSED FOR A & B SHOW AT 00.30-01.00),22:30 - 03:00
CHRIS BULLZINI SHOW,17:15 - 17:45
PIRATE TAXI,16:45 - 17:10
DYNAMIX,15:00 - 17:00
ABOVE AND BEYOND AERIAL WORKSHOP,15:00 - 18:00
ABOVE AND BEYOND FLYING DISPLAY: “MAYHEM!”,13:50 - 14:20
BULLZINI WORKSHOP,12:15 - 13:45
DYNAMIX,12:00 - 14:00
MERRY GO ROUND,12:00 - 17:00
SLACKLINE SCHOOL,11:00 - 18:00
CRATE STACK CHALLENGE,11:00 - 12:00
SUNDAY,
ABOVE AND BEYOND PRESENT:”MAYHEM!”,00:30 - 01:00
VINYL HITS DISCO (PAUSED FOR A & B SHOW AT 00.30-01.00),22:30 - 02:00
CHRIS BULLZINI SHOW,17:15 - 17:45
PIRATE TAXI,16:45 - 17:10
ABOVE AND BEYOND AERIAL WORKSHOP,15:00 - 18:00
ABOVE AND BEYOND FLYING DISPLAY: “MAYHEM!”,13:50 - 14:20
BULLZINI WORKSHOP,12:15 - 13:45
MERRY GO ROUND,12:00 - 17:00
SLACKLINE SCHOOL,12:00 - 16:00
CRATE STACK CHALLENGE,11:00 - 12:00
CIRCUS BIG TOP,
THURSDAY,
BRIEFS : BITE CLUB,22:51 - 23:51
DEJA VOODOO,22:21 - 22:46
CIRQUE DU VULGAR,21:06 - 22:16
BOOM CIRCUS,20:21 - 21:01
ELLIS GROVER,20:08 - 20:16
ELOISE CURRIE,19:57 - 20:03
THE MIGHTY GARETH (COMPERE),19:53 - 19:56
CC TT,19:42 - 19:52
AMANDA & ALBERTO,19:31 - 19:37
SAM GOODBURN,19:01 - 19:26
CIRCUS FUNTASIA,17:46 - 18:56
ALBERTO CADENA,17:35 - 17:41
HIGH SOCIETY,17:05 - 17:30
MICHELE DREES JAZZ TAP PROJECT,16:15 - 17:00
BECCA MORDAN (COMPERE),16:00 - 16:10
FRIDAY,
BRIEFS : BITE CLUB,00:31 - 01:31
CIRQUE DU VULGAR,23:16 - 00:26
BEN LOADER,23:05 - 23:11
LEO,22:53 - 23:00
BOOM CIRCUS,22:08 - 22:48
REBECCA RENNISON,21:57 - 22:03
CHARLIE BICKNELL (WRECKING BALL),21:46 - 21:52
AIRFISH CIRCUS,21:16 - 21:41
THE MIGHTY GARETH (COMPERE),21:12 - 21:15
ROD LAVER,20:41 - 21:11
LEO,20:26 - 20:36
ELLIS GROVER,20:14 - 20:21
DEJA VOODOO,20:01 - 20:09
DAVID ERIKSSON,19:46 - 19:56
SAM GOODBURN,19:11 - 19:41
JESSIE-LU (COMPERE),19:07 - 19:10
HIGH SOCIETY,18:41 - 19:06
CIRCUS FUNTASIA,17:26 - 18:36
THE BLACK EAGLES,16:56 - 17:21
DAVID ERIKSSON,16:41 - 16:51
SAM GOODBURN,16:06 - 16:36
ALBERTO CADENA,15:55 - 16:01
ELLIS GROVER,15:42 - 15:50
JONNY & TILLY,15:31 - 15:37
ELOISE CURRIE,15:19 - 15:26
CIRQUE DU CIEL (NEXTGEN CIRCUS),14:44 - 15:14
BUNNY MORETHAN (COMPERE),14:40 - 14:43
AMANDA WESLEY,14:33 - 14:39
WOOKEY HOLE CIRCUS,14:13 - 14:28
HIGH SOCIETY,13:43 - 14:08
ELOISE CURRIE,13:31 - 13:38
JONNY & TILLY,13:20 - 13:26
ALBERTO CADENA,13:09 - 13:15
FRASER HOOPER,12:34 - 13:04
PAUL PRESTON MILLS (COMPERE),12:30 - 12:33
HOWIE MORLEY,12:21 - 12:29
AMANDA & ALBERTO,12:10 - 12:16
WOOKEY HOLE CIRCUS,11:35 - 12:05
MICHELE DREES JAZZ TAP PROJECT,10:45 - 11:30
DAVE CHAMELEON (COMPERE),10:30 - 10:44
SATURDAY,
BRIEFS : BITE CLUB,00:26 - 01:26
DEJA VOODOO,23:56 - 00:21
CIRQUE DU VULGAR,22:41 - 23:51
LEO,22:29 - 22:36
BOOM CIRCUS,21:44 - 22:24
BEN LOADER,21:33 - 21:39
THE MIGHTY GARETH (COMPERE),21:29 - 21:32
AIRFISH CIRCUS,20:58 - 21:28
LEO,20:46 - 20:53
REBECCA RENISSON,20:35 - 20:41
ELLIS GROVER,20:22 - 20:30
DAVID ERIKSSON,20:07 - 20:17
SAM GOODBURN,19:32 - 20:02
DAVE CHAMELEON (COMPERE),19:28 - 19:31
HIGH SOCIETY,19:02 - 19:27
CIRCUS FUNTASIA,17:47 - 18:57
THE BLACK EAGLES,17:17 - 17:42
CHARLIE BICKNELL (WRECKING BALL),17:06 - 17:12
DAVID ERIKSSON,16:51 - 17:01
ROD LAVER,16:41 - 16:51
SAM GOODBURN,16:06 - 16:36
AMANDA & ALBERTO,15:55 - 16:01
ELLIS GROVER,15:42 - 15:50
JONNY & TILLY,15:31 - 15:37
ELOISE CURRIE,15:19 - 15:26
CIRQUE DU CIEL (NEXTGEN CIRCUS),14:44 - 15:14
BUNNY MORETHAN (COMPERE),14:40 - 14:43
AMANDA WESLEY,14:33 - 14:39
WOOKEY HOLE CIRCUS,14:13 - 14:28
HIGH SOCIETY,13:43 - 14:08
ELOISE CURRIE,13:31 - 13:38
JONNY & TILLY,13:20 - 13:26
FRASER HOOPER,12:45 - 13:15
JESSIE-LU (COMPERE),12:41 - 12:44
ALBERTO CADENA,12:34 - 12:40
HOWIE MORLEY,12:21 - 12:29
AMANDA & ALBERTO,12:10 - 12:16
WOOKEY HOLE CIRCUS,11:35 - 12:05
MICHELE DREES JAZZ TAP PROJECT,10:45 - 11:30
PAUL PRESTON MILLS (COMPERE),10:30 - 10:44
SUNDAY,
CIRCUS FUNTASIA,18:07 - 19:17
LEO,17:55 - 18:02
ELOISE CURRIE,17:43 - 17:50
REBECCA RENISSON,17:32 - 17:38
THE BLACK EAGLES,17:02 - 17:27
BEN LOADER,16:51 - 16:57
JESSIE-LU (COMPERE),16:47 - 16:50
AIRFISH CIRCUS,16:16 - 16:46
ROD LAVER,16:01 - 16:11
LEO,15:49 - 15:56
ALBERTO CADENA,15:38 - 15:44
ELLIS GROVER,15:25 - 15:33
JONNY & TILLY,15:14 - 15:20
ELOISE CURRIE,15:02 - 15:09
CIRQUE DU CIEL (NEXTGEN CIRCUS),14:32 - 15:02
AMANDA WESLEY,14:21 - 14:27
WOOKEY HOLE CIRCUS,14:01 - 14:16
HIGH SOCIETY,13:31 - 13:56
DAVE CHAMELEON (COMPERE),13:27 - 13:30
JONNY & TILLY,13:20 - 13:26
ALBERTO CADENA,13:09 - 13:15
FRASER HOOPER,12:34 - 13:04
HOWIE MORLEY,12:21 - 12:29
AMANDA & ALBERTO,12:10 - 12:16
WOOKEY HOLE CIRCUS,11:35 - 12:05
MICHELE DREES JAZZ TAP PROJECT,10:45 - 11:30
PAUL PRESTON MILLS (COMPERE),10:30 - 10:44
OUTSIDE CIRCUS STAGE,
FRIDAY,
NEW YORK BRASS BAND,19:55 - 20:55
GEORGE ORANGE,19:20 - 19:50
FAIL FAIL WIN,18:45 - 19:15
GARETH JONES,18:10 - 18:40
LES BUBB,17:55 - 18:05
CHARLIE BICKNELL,17:35 - 17:47
LOGY ON FIRE,17:00 - 17:30
TIANNA & LEA,16:25 - 16:55
GOLDIE FIASCO AND GARETH JONES (COMPERES),16:00 - 16:24
SPACE COWBOY,15:50 - 16:20
FRASER HOOPER,15:00 - 15:45
TBC,14:25 - 14:55
JON HICKS,14:05 - 14:20
BUNNY,13:30 - 14:00
DAN THE HAT,12:55 - 13:25
DANIEL GONCALVES,12:20 - 12:50
CIRCUS RAJ,11:30 - 12:15
FAMOS BRAMWELLS (COMPERE),11:25 - 11:30
SATURDAY,
NEW YORK BRASS BAND,00:20 - 21:00
GEORGE ORANGE,19:25 - 19:55
FAIL FAIL WIN,18:50 - 19:20
TIANNA & LEA,18:15 - 18:45
TBA,17:55 - 18:10
LOGY ON FIRE,17:20 - 17:50
JON HICKS,17:00 - 17:15
BUNNY,16:25 - 16:55
GOLDIE FIASCO AND GARETH JONES (COMPERES),16:00 - 16:24
FRASER HOOPER,15:35 - 16:20
SPACE COWBOY,15:00 - 15:30
GARETH JONES,14:25 - 14:55
CHARLIE BICKNELL,14:07 - 14:19
SAM GOODBURN,13:30 - 14:00
DAN THE HAT,12:55 - 13:25
DANIEL GONCALVES,12:20 - 12:50
CIRCUS RAJ,11:30 - 12:15
FAMOS BRAMWELLS (COMPERE),11:25 - 11:30
SUNDAY,
NEW YORK BRASS BAND,19:55 - 20:55
TBA,19:20 - 19:50
FAIL FAIL WIN,18:45 - 19:15
GEORGE ORANGE,18:10 - 18:40
LES BUBB,17:55 - 18:05
DANIEL GONCALVES,17:20 - 17:50
JON HICKS,17:00 - 17:15
TIANNA & LEA,16:25 - 16:55
GOLDIE FIASCO (COMPERE),16:00 - 16:24
FRASER HOOPER,15:35 - 16:20
SPACE COWBOY,15:00 - 15:30
CHARLIE BICKNELL,14:40 - 15:00
BUNNY,14:05 - 14:35
TBA,13:30 - 14:00
LOGY ON FIRE,12:55 - 13:25
DAN THE HAT,12:20 - 12:50
CIRCUS RAJ,11:30 - 12:15
FAMOS BRAMWELLS (COMPERE),11:25 - 11:30
JUGGLING TENT,
FRIDAY,
THE BIRTHDAY PARTY,18:30 - 19:30
FUSE - CIRCUS SKILLS WORKSHOP,15:00 - 18:00
BOSCO CIRCUS - JUGGLING WORKSHOP,12:00 - 15:00
LAUGHTER YOGA WORKSHOP,11:00 - 12:00
SATURDAY,
THE BIRTHDAY PARTY,18:30 - 19:30
FUSE - CIRCUS SKILLS WORKSHOP,15:00 - 18:00
BOSCO CIRCUS - JUGGLING WORKSHOP,12:00 - 15:00
LAUGHTER YOGA WORKSHOP,11:00 - 12:00
SUNDAY,
THE BIRTHDAY PARTY,18:30 - 19:30
FUSE - CIRCUS SKILLS WORKSHOP,15:00 - 18:00
BOSCO CIRCUS - JUGGLING WORKSHOP,12:00 - 15:00
LAUGHTER YOGA WORKSHOP,11:00 - 12:00
CROONER'S CORNER,
WEDNESDAY,
LOUISE HART,17:30 - 18:15
JERRI HART,16:15 - 17:00
GEORGIA D’ARCY-RODEN,15:00 - 15:45
THURSDAY,
PAUL LAMBOURNE,17:30 - 18:00
GEORGIA D’ARCY-RODEN,16:30 - 17:15
JERRI HART,15:30 - 16:15
PAUL LAMBOURNE,14:45 - 15:15
LOUISE HART,13:45 - 14:30
MR PEEWEE THE DRUMMING PUPPET,13:00 - 13:30
FRIDAY,
PAUL LAMBOURNE,17:30 - 18:00
JERRI HART,16:30 - 17:15
LOUISE HART,15:30 - 16:15
MR PEEWEE THE DRUMMING PUPPET,14:45 - 15:15
PAUL LAMBOURNE,14:00 - 14:30
GEORGIA D’ARCY-RODEN,13:00 - 13:45
JERRI HART,12:00 - 12:45
SATURDAY,
PAUL LAMBOURNE,16:30 - 17:00
GEORGIA D’ARCY-RODEN,15:30 - 16:15
JERRI HART,14:30 - 15:15
LOUISE HART,13:30 - 14:15
MR PEEWEE THE DRUMMING PUPPET,12:45 - 13:15
PAUL LAMBOURNE,12:00 - 12:30
SUNDAY,
GEORGIA D’ARCY-RODEN,14:45 - 15:30
MR PEEWEE THE DRUMMING PUPPET,14:00 - 14:30
JERRI HART,13:00 - 13:45
GEORGIA D’ARCY-RODEN,12:00 - 12:45
CIRCUS CENTRAL,
WEDNESDAY,
JYOTI SUPERNATUREL,16:00 - 16:30
TBC,15:25 - 15:55
THURSDAY,
JYOTI SUPERNATUREL,16:20 - 16:50
SAM GOODBURN,15:45 - 16:15
FRAZER HOOPER,14:35 - 15:05
JYOTI SUPERNATUREL,14:00 - 14:30
FRIDAY,
THE ENCORAGABLE ROGUE,16:10 - 16:40
DARRYL J CARRINGTON,15:35 - 16:05
DO WHAT YA MUMA TOLD YA!,15:00 - 15:30
LOGY ON FIRE,14:25 - 14:55
ROB ROY COLLINS,13:15 - 13:45
VENUS,12:40 - 13:10
ZANZIBAR,12:05 - 12:35
SATURDAY,
THE ENCORAGABLE ROGUE,16:10 - 16:40
DARRYL J CARRINGTON,15:35 - 16:05
DO WHAT YA MUMA TOLD YA!,15:00 - 15:30
LOGY ON FIRE,14:25 - 14:55
ROB ROY COLLINS,13:15 - 13:45
VENUS,12:40 - 13:10
ZANZIBAR,12:05 - 12:35
SUNDAY,
THE ENCORAGABLE ROGUE,16:10 - 16:40
DARRYL J CARRINGTON,15:35 - 16:05
LOGY ON FIRE,15:00 - 15:30
DO WHAT YA MUMA TOLD YA!,14:25 - 14:55
ROB ROY COLLINS,13:15 - 13:45
VENUS,12:40 - 13:10
ZANZIBAR,12:05 - 12:35
THE PAVEMENT,
WEDNESDAY,
JYOTI SUPERNATUREL,17:30 - 18:00
THE MIGHTY GARETH,16:55 - 17:25
GUY COLLINS,16:20 - 16:50
GARETH JONES,15:45 - 16:15
MR PEEWEE THE DRUMMING PUPPET,15:10 - 15:40
JYOTI SUPERNATUREL,14:35 - 15:05
THE ENCORAGABLE ROGUE,14:00 - 14:30
THURSDAY,
PAUL CURRIE,16:20 - 16:50
THE MIGHTY GARETH,15:45 - 16:15
JYOTI SUPERNATUREL,15:10 - 15:40
KWABANA LINDSAY,14:35 - 15:05
GUY COLLINS,14:00 - 14:30
FRIDAY,
KWABANA LINDSAY,16:40 - 17:10
ROB ROY COLLINS,16:05 - 16:35
THE MIGHTY GARETH,15:30 - 16:00
VENUS,14:55 - 15:25
ZANZIBAR,14:20 - 14:50
THE ENCORAGABLE ROGUE,13:45 - 14:15
FELICITY FOOTLOOSE,13:10 - 13:40
AKIRA,12:35 - 13:05
GUY COLLINS,12:00 - 12:30
SATURDAY,
KWABANA LINDSAY,16:20 - 16:50
ROB ROY COLLINS,15:45 - 16:15
THE MIGHTY GARETH,15:10 - 15:40
VENUS,14:35 - 15:05
ZANZIBAR,14:00 - 14:30
THE ENCOURAGABLE ROGUE,13:25 - 13:55
FELICITY FOOTLOOSE,12:50 - 13:20
AKIRA,12:15 - 12:45
GUY COLLINS,11:40 - 12:10
SUNDAY,
ROB ROY COLLINS,16:05 - 16:35
GUY COLLINS,15:30 - 16:00
ZANZIBAR,14:55 - 15:25
VENUS,14:20 - 14:50
THE MIGHTY GARETH,13:45 - 14:15
FELICITY FOOTLOOSE,13:10 - 13:40
AKIRA,12:35 - 13:05
THE ENCOURAGABLE ROGUE,12:00 - 12:30
GLEBELAND,
WEDNESDAY,
MINISTRY OF HAPPY,10:00 - 11:45
MINISTRY OF HAPPY,13:30 - 16:15
RIMSKI'S YARD,14:00 - 01:00
THURSDAY,
MINISTRY OF HAPPY,12:45 - 14:30
THE SWING BOATS,11:00 - 19:00
MINISTRY OF HAPPY,10:00 - 11:45
FRIDAY,
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
EXTERNAL COMBUSTION,22:00 - 03:00
BROOKLYN HEALER,16:00 - 18:00
VERSILLI,14:30 - 15:10
RIMSKI'S YARD,14:00 - 01:00
BROOKLYN HEALER,12:30 - 14:30
VERSILLI,12:15 - 12:55
MINISTRY OF HAPPY,12:00 - 12:45
BASH STREET THEATRE,11:00 - 12:00
THE SWING BOATS,11:00 - 19:00
MINISTRY OF HAPPY,10:00 - 11:45
SATURDAY,
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
EXTERNAL COMBUSTION,22:00 - 03:00
BROOKLYN HEALER,16:00 - 18:00
VERSILLI,14:30 - 15:10
RIMSKI'S YARD,14:00 - 01:00
BROOKLYN HEALER,12:30 - 14:30
VERSILLI,12:15 - 12:55
BASH STREET THEATRE,11:00 - 12:00
THE SWING BOATS,11:00 - 19:00
SUNDAY,
